Date,Close,High,Low,Open,Volume
2019-12-30,370.125244140625,371.7415115822871,363.66017437397653,365.27644181563863,1787000
2020-01-06,373.3577880859375,374.974055566829,365.27645068147996,370.1252531241545,5513500
2020-01-13,370.125244140625,378.2065813489356,363.66017437397653,373.3577790239492,4893900
2020-01-20,368.50897216796875,370.1252395897581,365.2764373243901,370.1252395897581,4748500
2020-01-27,363.6601257324219,368.50892740885416,362.04385850694445,368.50892740885416,4120300
2020-02-03,381.4391174316406,381.4391174316406,358.81137317722124,362.04390807070973,6074100
2020-02-10,387.9041748046875,391.13670959472654,379.82283782958984,379.82283782958984,7138300
2020-02-17,386.2878723144531,392.7529413071636,383.0553378180979,386.2878723144531,7227500
2020-02-24,371.741455078125,389.52039423403534,370.12518788213316,386.2878598420516,7193600
2020-03-02,366.8927001953125,371.7415024005369,355.57882838312224,371.7415024005369,6760300
2020-03-09,345.8811950683594,371.7414713351526,337.7998587349865,365.2764022684543,7123400
2020-03-16,297.3931579589844,347.4974400064219,295.7768907961638,345.88117284360135,6386500
2020-03-23,281.23052978515625,297.39320391073994,281.23052978515625,297.39320391073994,4461800
2020-03-30,274.7654724121094,292.5444147446576,271.5329374425551,281.2305423512178,14558800
2020-04-06,281.23052978515625,289.31186684794807,268.3003904846893,274.76546013492276,7346600
2020-04-13,277.99798583984375,286.07932263751366,274.7654511207758,284.46305527797966,5562400
2020-04-20,277.99798583984375,286.07932263751366,274.7654511207758,277.99798583984375,6186400
2020-04-27,276.3816833496094,279.6142176577919,273.1491490414268,276.3816833496094,4433100
2020-05-04,279.6142272949219,281.2304945047191,274.7654256655302,276.3816928753274,3388400
2020-05-11,276.3816833496094,286.0792862741571,274.7654161955181,276.3816833496094,7096800
2020-05-18,323.2534484863281,337.7998536682129,274.7654312133789,274.7654312133789,39075700
2020-05-25,456.5954895019531,464.6768255993328,323.25344389518807,323.25344389518807,58684100
2020-06-01,392.75299072265625,468.7175609447338,392.75299072265625,456.5955550582321,13452300
2020-06-08,374.9739990234375,399.2180075809874,363.6601283632476,392.7529386323074,17166000
2020-06-15,363.6601257324219,378.20653076171874,360.427591281467,374.9739963107639,12373800
2020-06-22,370.125244140625,397.601790648881,360.42763949065227,363.66017437397653,25043100
2020-06-29,525.2869262695312,545.4902695875902,366.89271465594953,370.12524958683895,83742100
2020-07-06,650.547607421875,650.547607421875,505.0835461349961,525.2868879803959,84087500
2020-07-13,638.425537109375,670.7508807604826,602.059525501879,670.7508807604826,41851500
2020-07-20,719.2389526367188,731.3609574564388,598.0189044395189,638.4255871719189,55476600
2020-07-27,747.5236206054688,767.7269617029139,699.0356019716005,719.2389430690456,63238300
2020-08-03,719.2389526367188,751.5642988226386,694.9949429972788,747.5236305493987,27128900
2020-08-10,674.7916259765625,775.8083364520958,666.7102891385198,719.2389785857971,52274000
2020-08-17,731.3609619140625,731.3609619140625,670.7509374460464,674.791605743914,23381000
2020-08-24,727.3202514648438,763.6862640380859,711.1575792100695,731.3609195285374,36475600
2020-08-31,692.238525390625,732.9584386488971,671.878568761489,732.9584386488971,20150200
2020-09-07,643.3746337890625,728.8864522040644,561.9348067271559,696.3105213793018,27371600
2020-09-14,643.3746337890625,659.6625992014439,614.8706943173952,643.3746337890625,15016000
2020-09-21,635.2306518554688,651.5186172876603,606.7267123491337,643.3746345715646,12653900
2020-09-28,671.8785400390625,696.3104869495739,635.2306196732955,635.2306196732955,22196600
2020-10-05,696.310546875,700.382538377193,655.5906318530701,671.8785978618421,14123100
2020-10-12,700.382568359375,728.886510094931,688.166593329851,696.310576682867,22146800
2020-10-19,700.382568359375,708.526551712391,647.4466765647711,704.454560035883,15046700
2020-10-26,708.5265502929688,716.6705336296695,688.1665919512168,700.382566956268,6650800
2020-11-02,700.382568359375,724.8145184184231,684.094601653343,712.598543388899,15709100
2020-11-09,651.5186157226562,712.5984859466553,651.5186157226562,700.3825119018554,13123000
2020-11-16,671.8785400390625,688.1665046460702,651.5185842803031,651.5185842803031,10583400
2020-11-23,704.4545288085938,716.670503296604,659.662622352556,671.8785968405663,17249600
2020-11-30,688.16650390625,708.5264596431213,667.8065481693787,704.454468495747,11421300
2020-12-07,692.238525390625,716.6704733455883,680.0225514131434,692.238525390625,14142800
2020-12-14,627.0867309570312,700.3825826273336,610.7987639191863,692.2385991084111,16356300
2020-12-21,627.0867309570312,647.4466897543375,614.8707556786476,627.0867309570312,21631300
2020-12-28,684.0946044921875,688.1665961855934,618.9427373976935,651.5186709449405,26869000
2021-01-04,818.4703369140625,883.6222045291123,655.5906678764381,684.0946099580224,60266300
2021-01-11,891.76611328125,1062.7897514447775,810.3262855843323,818.470268354024,54431000
2021-01-18,944.7020874023438,1022.0699307671908,842.9022935012291,891.7661945737641,33088200
2021-01-25,781.8223876953125,956.9180266062418,757.390438079834,944.7020517985026,19535500
2021-02-01,924.3421020507812,956.918035162703,749.2464615742015,781.8223946861233,34777500
2021-02-08,834.7581787109375,973.2058766434833,822.5422053639483,940.6299477181784,17683500
2021-02-15,842.9022216796875,855.1181959069294,810.3262904070425,838.8302302706069,24040400
2021-02-22,838.8302612304688,944.7020417741202,830.6862781117263,846.9742443492112,31205100
2021-03-01,838.8302612304688,887.6941599429232,830.6862781117263,838.8302612304688,18957300
2021-03-08,814.3983154296875,863.2622143554688,814.3983154296875,838.8302648925782,10602100
2021-03-15,838.8302612304688,859.1902190273248,818.4703034336127,818.4703034336127,18127300
2021-03-22,830.686279296875,842.9022539924173,777.7503889495251,842.9022539924173,19357300
2021-03-29,822.5422973632812,879.5501793587562,794.0383563655438,834.7582720765973,30901300
2021-04-05,810.3262939453125,826.614259652756,794.0383282378691,822.5422682258951,16395600
2021-04-12,785.8943481445312,822.5422711150017,777.7503652622046,814.3982882326749,18442900
2021-04-19,737.0304565429688,806.2543115773911,732.9584650703556,789.9663456869389,23518300
2021-04-26,802.1823120117188,814.3982863063135,700.3825262234296,741.1024405387453,25226000
2021-05-03,757.3904418945312,838.8302743563088,753.3184502714423,802.1823497485088,20016800
2021-05-10,761.4623413085938,777.7503058285637,753.3183590486088,761.4623413085938,6743400
2021-05-17,777.7503662109375,802.1823148877208,716.670494518979,765.5343918725458,22091300
2021-05-24,761.4623413085938,777.7503058285637,745.1743767886238,777.7503058285637,13938200
2021-05-31,741.1025390625,777.7504668183379,732.9585551167582,757.3905069539835,12815200
2021-06-07,708.5265502929688,745.1744753081224,680.022608614516,741.102483639772,22830000
2021-06-14,733.0980834960938,737.2398805779926,704.1055039228019,720.6726922503973,13101100
2021-06-21,745.5234985351562,844.9266316731771,712.3891208224826,733.0981068929036,57562700
2021-06-28,795.2250366210938,803.5086307525635,720.6726894378662,745.5234718322754,25559900
2021-07-05,728.956298828125,799.366850419478,724.8145016756926,795.2250532670455,16056700
2021-07-12,728.956298828125,741.3816902854227,708.2473130659624,728.956298828125,13510600
2021-07-19,741.3816528320312,762.0906375480098,716.530871172857,728.9562620024441,11289700
2021-07-26,757.9488525390625,911.1953418502391,728.9562734801913,741.3816645054218,42079800
2021-08-02,803.5086059570312,828.3593875845683,745.5234488261115,745.5234488261115,23515200
2021-08-09,807.6504516601562,844.9266263521635,762.0906825921475,803.5086544721555,15568200
2021-08-16,741.3816528320312,807.6504039231626,728.9562620024441,807.6504039231626,8736900
2021-08-23,745.5234985351562,770.3742818196614,737.2399041069879,741.381701321072,11430900
2021-08-30,766.2324829101562,766.2324829101562,745.5234968855575,745.5234968855575,14011700
2021-09-06,857.3519287109375,861.4937254679952,766.2324000556688,766.2324000556688,28158300
2021-09-13,832.501220703125,865.6355976465329,807.6504379955691,857.3520034106809,16589600
2021-09-20,811.792236328125,844.9266133211097,791.0832507075096,828.3594248246173,17297700
2021-09-27,782.7996826171875,824.2176552424355,762.0906963045635,811.7922634548611,12450300
2021-10-04,811.792236328125,824.2176277004943,778.6578593351403,782.7996564592634,18955600
2021-10-11,832.501220703125,873.9191918823849,807.6504379955691,811.792235113495,19291100
2021-10-18,994.0311889648438,994.0311889648438,828.3593241373698,832.5011207580567,50986100
2021-10-25,1010.5985107421875,1039.5910909683978,919.4789728883836,994.0313220414959,53664800
2021-11-01,956.7550659179688,1023.0238150724601,898.7699104077889,1010.5984246059929,27445900
2021-11-08,890.4863891601562,965.0387380200763,882.2027948423873,956.7551437023075,21709900
2021-11-15,952.6132202148438,981.605796482252,878.0608812415081,890.4862710703974,24258000
2021-11-22,965.0387573242188,973.3223518076884,902.911798698196,952.6133655990142,21258900
2021-11-29,907.0535278320312,1060.3000142694063,907.0535278320312,965.0386848623895,51961700
2021-12-06,886.3445434570312,936.0461066415377,853.2101680006937,936.0461066415377,31693000
2021-12-13,886.3445434570312,919.4789189133688,873.9191526609046,886.3445434570312,28341200
2021-12-20,878.0609741210938,919.4789445985039,869.7773800256117,886.3445682165758,29810200
2021-12-27,890.4863891601562,907.0535777956941,857.3520118890807,878.0609976835029,18392300
