Date,Close,High,Low,Open,Volume
2022-01-03,3705.095703125,3810.453874777844,3617.2972267476307,3617.2972267476307,62208800
2022-01-10,3705.095703125,3810.453874777844,3643.6367696608413,3705.095703125,86149000
2022-01-17,3643.636962890625,3722.655595820783,3573.398178063818,3722.655595820783,79217400
2022-01-24,3555.838623046875,3634.857259114583,3520.7192292390046,3626.0774106626154,55136100
2022-01-31,3529.499267578125,3582.178361124067,3503.159720805154,3564.6186632754197,50521100
2022-02-07,3424.14111328125,3582.1783954326925,3406.581415264423,3529.499301382212,113453100
2022-02-14,3380.24169921875,3441.7006392045455,3353.902153510552,3424.140942065747,122498700
2022-02-21,3230.984130859375,3424.140790856403,3222.204282677692,3380.2415499479876,153839000
2022-02-28,3090.5068359375,3345.122455943714,3090.5068359375,3230.9844193892045,100982400
2022-03-07,2958.808837890625,3090.5065606454004,2950.0289897069733,3072.946864278097,140050500
2022-03-14,2950.02880859375,3108.0660661969864,2879.7900274367557,2967.5885038829983,180679300
2022-03-21,2985.148681640625,3081.727021340763,2923.6897381950826,2950.029285386029,109201200
2022-03-28,3178.30517578125,3301.2230555075967,2958.808961984202,2985.148507639848,230588200
2022-04-04,3108.066162109375,3239.763880842823,3090.5064662782484,3187.0847933494438,124972100
2022-04-11,2985.148681640625,3134.406115722656,2985.148681640625,3134.406115722656,76036200
2022-04-18,3011.488037109375,3081.7268251469113,2941.249249071838,2985.1484915952988,88333900
2022-04-25,3415.36083984375,3450.4802315130946,2985.14829189428,3002.7079877289525,220318000
2022-05-02,3415.36083984375,3415.36083984375,3415.36083984375,3415.36083984375,0
2022-05-09,4214.32666015625,4337.244521077474,3415.3605641682943,3511.9388834635415,672079700
2022-05-16,4433.82421875,4499.673093285891,4091.4100711633664,4214.327970297029,247166900
2022-05-23,4179.20751953125,4455.772723029641,4126.5284331506045,4433.823103704372,147519900
2022-05-30,4144.08837890625,4293.3457993329575,4056.289896302304,4179.207771947828,225165600
2022-06-06,4170.4287109375,4363.58540912829,4126.529461348684,4144.089161184211,144253400
2022-06-13,4082.62939453125,4258.226357736895,4038.7301537298385,4117.748787172379,131132500
2022-06-20,4381.14453125,4477.72286761022,4091.4095221693387,4108.969219689379,184884100
2022-06-27,4313.72216796875,4532.53416199615,4188.686742810235,4456.6197967213375,116926000
2022-07-04,4367.30810546875,4487.8779611412,4063.650691182579,4286.928201687117,113233700
2022-07-11,4313.72216796875,4403.033185939117,4242.273353592455,4376.239880548007,79450600
2022-07-18,4465.55029296875,4554.861298828125,4313.721583007813,4349.445985351563,93533600
2022-07-25,4027.926513671875,4487.878210909351,4001.133210920177,4447.688256781804,205152600
2022-08-01,4215.47900390625,4233.341203075344,4027.92591263076,4045.7881117998545,119160700
2022-08-08,4260.134765625,4331.583566725629,4161.892664111635,4233.341465212264,94519700
2022-08-15,4224.41015625,4313.721153210888,4206.547956857822,4260.134555034355,53349700
2022-08-22,4117.2373046875,4358.377016675705,4117.2373046875,4242.272710903607,101959600
2022-08-29,4063.650634765625,4135.099437135131,4027.926233580872,4072.581735061813,106603000
2022-09-05,4018.995361328125,4117.23747016059,3974.339857313368,4063.6508653428823,87489600
2022-09-12,4135.099609375,4170.824012047786,4027.9264013566417,4027.9264013566417,78779300
2022-09-19,4295.85986328125,4322.65316804184,4027.926815675351,4135.1000347177105,96021800
2022-09-26,4313.72216796875,4349.446575156897,4206.5489464043085,4295.859964374677,86090500
2022-10-03,4322.65234375,4385.170042936467,4251.203544679752,4313.721243866219,73061500
2022-10-10,4295.85986328125,4340.515371215567,4161.893339478301,4322.65316804184,52776000
2022-10-17,4733.4833984375,4867.449909714033,4286.928360849057,4331.583864607901,182866600
2022-10-24,4447.68798828125,4889.777456995952,4447.68798828125,4711.155449434456,129025400
2022-10-31,4054.719970703125,4233.341995844232,3983.2711606466823,4152.962084530734,245848000
2022-11-07,4054.719970703125,4152.962084530734,4018.995565674904,4054.719970703125,88036600
2022-11-14,4144.03076171875,4161.892963277883,4045.7886531435206,4054.719753923087,59885700
2022-11-21,4108.30615234375,4135.099453337296,4045.7884500254754,4135.099453337296,57791600
2022-11-28,4206.54833984375,4286.928244426752,4072.5818322054142,4108.306234242304,163248200
2022-12-05,4187.64697265625,4350.802049512987,4133.261947037337,4269.224511084619,76716100
2022-12-12,4414.2509765625,4414.2509765625,4151.390035453029,4187.6467169853695,70021600
2022-12-19,4368.9296875,4387.058026452282,4260.159653786307,4377.993856976141,43797200
2022-12-26,4260.15966796875,4368.929702044548,4260.15966796875,4368.929702044548,38582900
2023-01-02,4314.544921875,4314.544921875,4142.325691800158,4260.159901851366,42550100
2023-01-09,4341.7373046875,4341.7373046875,4205.774758611691,4314.544795472339,46227900
2023-01-16,4359.86669921875,4377.995043082446,4278.28915183212,4341.738355355054,39736200
2023-01-23,4305.48095703125,4414.251002261513,4305.48095703125,4359.865979646382,38456500
2023-01-30,4251.09619140625,4332.673730260527,4187.6469945195895,4305.481217309101,81809500
2023-02-06,4151.39013671875,4577.406155115653,4151.39013671875,4251.096013364834,159720500
2023-02-13,4087.940673828125,4151.389863887542,4060.7481638026607,4151.389863887542,78854800
2023-02-20,3942.914306640625,4133.261893857759,3942.914306640625,4097.005210578305,58967000
2023-02-27,3680.05322265625,3942.9141671316966,3670.989052157097,3942.9141671316966,145665600
2023-03-06,3725.374267578125,3797.887635316872,3680.0534127414085,3698.181754676095,67244900
2023-03-13,3770.69482421875,3843.2081862229566,3661.92478121244,3707.2456324650693,77126300
2023-03-20,3870.40087890625,3961.0425856722045,3716.3099774041275,3770.6950014637005,28094900
2023-03-27,3942.914306640625,3961.0426482803523,3834.144256802263,3870.400940081717,40251600
2023-04-03,3852.272216796875,3942.913916015625,3825.07970703125,3942.913916015625,36389500
2023-04-10,3761.630615234375,3888.5289974350526,3716.3097644484187,3852.2723168062876,62065300
2023-04-17,3707.24560546875,3788.823137129432,3707.24560546875,3770.6947967603915,19617000
2023-04-24,3988.23486328125,4051.6840542879972,3589.411376953125,3707.2455888227983,112420700
2023-05-01,4069.812744140625,4069.812744140625,3879.4651547710187,3988.2352058393653,65512800
2023-05-08,3988.23486328125,4078.8765647194605,3951.978182705966,4060.7482244318185,51687200
2023-05-15,4015.427734375,4106.069443954571,3988.2352215011288,4033.556076290914,42241700
2023-05-22,3970.106689453125,4060.748394691781,3961.0425189292596,4015.427542072453,51314000
2023-05-29,4106.0693359375,4169.518530974062,3970.1067751448677,3988.2351165838854,262410600
2023-06-05,4124.19775390625,4196.711121007898,4024.4918741414835,4106.069412130838,78253300
2023-06-12,3979.17041015625,4196.710478137457,3979.17041015625,4160.45380014059,68588500
2023-06-19,3870.40087890625,4006.3634390551815,3816.0158548466775,3979.170927025395,59533100
2023-06-26,3861.336669921875,3879.465011095217,3834.1441581618615,3870.400840508546,17087600
2023-07-03,3843.20849609375,3933.8502059072816,3816.0159831496903,3852.272667075103,39753100
2023-07-10,3982.398193359375,4047.9906341911765,3935.546449908088,3973.0278446691177,45795100
2023-07-17,4019.87939453125,4029.2497427702506,3944.9166086192454,3991.7683498142483,28469900
2023-07-24,3626.324951171875,4066.7313405906816,3570.102858905644,4019.879597035489,156160200
2023-07-31,3504.510498046875,3645.0657319257607,3438.918055570062,3626.3250340752425,113147500
2023-08-07,3467.029052734375,3551.362191854941,3448.288355152027,3504.510447899071,52294600
2023-08-14,3457.65869140625,3513.880783949441,3401.4365988630593,3467.029040163449,39178600
2023-08-21,3523.251220703125,3541.991918685588,3457.6587777645027,3467.0291267557345,33372800
2023-08-28,3429.547607421875,3560.7324885800886,3401.4365614594008,3551.3621399259305,47259600
2023-09-04,3382.69580078125,3457.6585886101975,3345.2144068667762,3438.9178916529604,55273800
2023-09-11,3279.6220703125,3429.5476506696427,3279.6220703125,3382.6959068080355,49841000
2023-09-18,3607.584228515625,3645.0656230976056,3242.140631341315,3279.6220259232955,82168800
2023-09-25,3504.510498046875,3645.0657319257607,3457.65875342058,3616.9546851499836,42988500
2023-10-02,3560.732421875,3598.2138157894738,3317.103361430921,3504.5103310032896,73338500
2023-10-09,3420.17724609375,3560.732475385274,3382.6958516160103,3560.732475385274,40381000
2023-10-16,3616.95458984375,3635.6952872004535,3392.0662215633097,3429.5476162767163,57317000
2023-10-23,3729.398681640625,3841.842862996624,3523.251015821294,3616.954500284626,103993300
2023-10-30,3326.4736328125,3720.0282597931337,3298.362588028169,3720.0282597931337,114211600
2023-11-06,3363.955322265625,3401.436718613989,3326.4739259172616,3326.4739259172616,36501100
2023-11-13,3251.510986328125,3363.9551702933627,3195.2888943455064,3363.9551702933627,74496400
2023-11-20,3307.733154296875,3354.5848986920146,3204.659316627567,3251.511061022707,53803400
2023-11-27,3401.4365234375,3467.0289632834024,3279.6219922951104,3307.7330379433542,87888200
2023-12-04,3288.992431640625,3438.9180125701123,3270.251734024439,3410.8069661458335,65848300
2023-12-11,3337.54638671875,3347.082233537946,3175.4369907924106,3337.54638671875,56843800
2023-12-18,3308.93896484375,3356.618200648415,3223.1163403953533,3318.4748120046834,42322800
2023-12-25,3366.154052734375,3404.2974414339146,3289.8672753352957,3308.9389696850653,25319100
2024-01-01,3356.6181640625,3413.8332464044743,3337.5464699485087,3366.154011119496,21323100
2024-01-08,3308.93896484375,3394.761589292147,3251.723881878152,3366.154047809348,36731000
2024-01-15,3089.614501953125,3318.474835431134,3061.006960268374,3308.938988202884,75180600
2024-01-22,3013.32763671875,3089.614412331883,2975.1842489121836,3070.5427184286,64315300
2024-01-29,3022.863525390625,3051.4710666403785,2870.289972058606,3013.327678307374,89171300
2024-02-05,3118.221923828125,3127.7577706899847,3022.8634552095277,3041.935148933247,43010900
2024-02-12,2698.644775390625,3022.8635823280147,2670.037233602032,3022.8635823280147,199553500
2024-02-19,2565.142822265625,2736.7880668781945,2526.999434573943,2698.6446791865123,116968800
2024-02-26,2603.2861328125,2603.2861328125,2450.7125865670787,2565.1427462511447,123186900
2024-03-04,2536.535400390625,2612.8221793497414,2517.463705650846,2603.286331979852,55457800
2024-03-11,2517.46337890625,2593.7501479640155,2498.391686641809,2536.5350711706915,74147000
2024-03-18,2593.75048828125,2689.1089621151195,2517.4637092141543,2517.4637092141543,82377800
2024-03-25,2574.6787109375,2641.429640480324,2526.9994755497687,2631.893793402778,52352300
2024-04-01,2555.60693359375,2660.5012480322994,2507.927699758046,2574.6786271280316,48629500
2024-04-08,2555.60693359375,2555.60693359375,2555.60693359375,2555.60693359375,0
2024-04-15,2269.531494140625,2507.927659491531,2221.852261070444,2479.3201196494224,83106200
2024-04-22,2469.784423828125,2622.357978968086,2221.852396725688,2288.6033270994208,116311600
2024-04-29,2479.3203125,2546.0712439903846,2364.8901442307692,2479.3203125,66649000
2024-05-06,2441.1767578125,2526.9993782043457,2412.5692176818848,2526.9993782043457,24358700
2024-05-13,2584.214599609375,2622.3579885334984,2441.1768911439112,2441.1768911439112,59583600
2024-05-20,2917.96923828125,2946.5767798330266,2555.607045292075,2584.214586843852,102050500
2024-05-27,2975.184326171875,3232.6522005521333,2832.1466181828423,2946.5767845740684,237751100
2024-06-03,2870.2900390625,3051.4711378737543,2870.2900390625,3003.7919013444766,79769200
2024-06-10,3051.470947265625,3061.00679397583,2870.2898597717285,2870.2898597717285,78264900
2024-06-17,2851.21826171875,3051.4710493311036,2813.074873602111,3051.4710493311036,74568300
2024-06-24,2879.82568359375,2956.112456669081,2851.2181436905007,2870.2898369593336,62294500
2024-07-01,2774.931396484375,2860.754016994201,2765.395549761061,2851.2181702708867,63644100
2024-07-08,2857.3193359375,3013.8847790025684,2837.7486555543665,2857.3193359375,54333800
2024-07-15,2739.895263671875,2886.6753670828684,2710.5392429896765,2876.890026855469,62432600
2024-07-22,2436.5498046875,2769.2513844440264,2407.1937829442772,2739.895362700803,90768800
2024-07-29,2377.837646484375,2485.4763876832562,2358.2669662663966,2436.54968713831,66534800
2024-08-05,2407.19384765625,2446.335211032774,2319.12578005907,2377.837825123857,44465200
2024-08-12,2338.6962890625,2426.7643501569037,2328.9109489408997,2407.193669913703,65844000
2024-08-19,2299.554931640625,2377.8376527177525,2279.984251371343,2338.6962921791887,174695000
2024-08-26,2221.272216796875,2328.9109585799833,2191.9161963105726,2299.554938093681,159324400
2024-09-02,2172.345458984375,2279.9841979430603,2152.7747791737047,2231.057498416385,113036000
2024-09-09,2152.77490234375,2221.272285600142,2123.4188809481534,2172.345583274148,105292500
2024-09-16,2123.4189453125,2250.628375216014,2123.4189453125,2152.774967597926,143536900
2024-09-23,2221.272216796875,2289.7695979315804,2123.418815175867,2142.9894955000686,142519300
2024-09-30,2123.4189453125,2240.8430344542053,2094.062923027074,2221.2723529305877,103432800
2024-10-07,2221.272216796875,2299.554938093681,2133.204155337968,2133.204155337968,106286700
2024-10-14,2279.984375,2387.623122317597,2201.7016496781116,2221.272331008584,134083000
2024-10-21,2054.92138671875,2319.1255650111607,2054.92138671875,2289.769545200893,166444500
2024-10-28,1913.0340576171875,2064.7068345638186,1908.1413873931026,2054.921494115649,106038000
2024-11-04,1722.219970703125,1917.9267855557528,1697.7566188465464,1913.034115184437,140964700
2024-11-11,1805.395263671875,1854.321964584392,1697.7565216643377,1727.1125422118478,107158500
2024-11-18,1756.4686279296875,1810.2880009303187,1702.6492549290565,1810.2880009303187,59165800
2024-11-25,1824.9659423828125,1898.3559936850704,1771.1465714278233,1771.1465714278233,110670900
2024-12-02,1829.858642578125,1878.785344251337,1810.2879619088403,1810.2879619088403,38667700
2024-12-09,1870.0,2040.0,1855.0,1870.0,83506500
2024-12-16,1750.0,1870.0,1750.0,1870.0,57245300
2024-12-23,1840.0,1860.0,1755.0,1765.0,18601600
2024-12-30,1775.0,1900.0,1775.0,1840.0,37863200
2025-01-06,1705.0,1805.0,1685.0,1775.0,38368200
2025-01-13,1790.0,1790.0,1705.0,1710.0,43357200
2025-01-20,1690.0,1790.0,1690.0,1790.0,42353000
2025-01-27,1630.0,1690.0,1630.0,1690.0,21239100
2025-02-03,1425.0,1640.0,1425.0,1635.0,63356800
2025-02-10,1465.0,1545.0,1290.0,1425.0,187800500
2025-02-17,1290.0,1500.0,1290.0,1475.0,157755900
2025-02-24,1015.0,1305.0,1015.0,1295.0,1123386000
2025-03-03,1200.0,1240.0,985.0,985.0,1019657400
2025-03-10,1300.0,1335.0,1145.0,1205.0,440698300
2025-03-17,1295.0,1420.0,1255.0,1310.0,444450900
2025-03-24,1265.0,1290.0,1220.0,1275.0,108717100
2025-03-31,1265.0,1265.0,1265.0,1265.0,0
2025-04-07,1310.0,1340.0,1125.0,1265.0,151854500
2025-04-14,1320.0,1420.0,1300.0,1310.0,119746600
2025-04-21,1750.0,1865.0,1310.0,1320.0,447808000
2025-04-28,1755.0,1795.0,1645.0,1760.0,207004300
2025-05-05,1780.0,1860.0,1750.0,1755.0,150212300
